Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%),Ticker,Market Cap,Exchange,US Exchange
Horizon Ag-Products,Vendor Managed Inventory,200.0,1.0,9.0,92.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$800B,82.0,12.0,8.0,High,88.0,85.0,43109629,898000,68,489000,60,41,,,,False
Midwestern BioAg,Lean Manufacturing,300.0,7.0,2.0,98.0,90.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",81.0,20.0,5.0,High,90.0,85.0,16045908,899000,69,489500,61,42,,,,False
Green Valley Chemical Corp.,Lean Manufacturing,100.0,8.0,15.0,91.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,85.0,73214390,900000,70,490000,62,43,,,,False
"Innvictis Crop Care, LLC",Lean Manufacturing,400.0,5.0,8.0,94.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,13315093,901000,60,490500,63,44,VRT,,NYQ,True
XiteBio Technologies Inc.,Lean Manufacturing,150.0,5.8,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,769599,902000,61,491000,64,45,,,,False
Anuvia Plant Nutrients,Agile SCM,150.0,4.0,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,44079274,903000,62,491500,65,46,,,,False
"BioWorks, Inc.",Lean Manufacturing,100.0,4.0,9.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,10421959,904000,63,492000,50,47,DNA,,NYQ,True
BioSafe Systems,Agile SCM,300.0,6.0,7.0,98.0,89.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,80.0,12.0,3.0,High,95.0,90.0,63020642,905000,64,492500,51,48,,,,False
Terramera,Lean Manufacturing,150.0,4.5,2.0,98.0,88.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,80.0,12.0,5.0,High,90.0,85.0,57395059,906000,65,493000,52,49,,,,False
Interagro (UK) Ltd.,Cross-Docking,500.0,6.5,10.0,92.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,52203052,907000,66,493500,53,50,,,,False
Agri-Products,Agile SCM,400.0,6.0,15.0,91.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,75092306,908000,67,494000,54,51,^SP600-30202010,,SNP,False
"Miller Chemical & Fertilizer, LLC",Lean Manufacturing,300.0,4.2,3.0,97.0,85.0,"AI, Robotics, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,"$1,200B",82.0,18.0,5.0,High,90.0,88.0,94919178,909000,68,494500,55,52,VRT,,NYQ,True
Agricen Sciences,Agile SCM,300.0,4.5,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,81.0,11.0,10.0,High,88.0,85.0,74993344,910000,69,495000,56,53,,,,False
AdvanSix,Sustainable SCM,100.0,10.0,10.0,94.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,50402944,911000,70,495500,57,54,ASIX,,NYQ,True
Koch Chemical Technology Group,Agile SCM,300.0,6.2,11.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,-55665336389,912000,60,496000,58,55,,,,False
Cameron Chemicals,Lean Manufacturing,300.0,4.2,12.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,70721475,913000,61,496500,59,56,,,,False
"AgriTec International, Inc.",Agile SCM,10000.0,5.0,10.0,90.0,90.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,27451728,914000,62,497000,60,57,CRWV,,NMS,True
Biolchim S.p.A.,Demand-Driven SCM,20000.0,6.0,22.0,89.0,90.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,38019583,915000,63,497500,61,58,,,,False
Tradecorp,Agile SCM,500.0,5.0,18.0,90.0,88.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,80.0,11.0,10.0,Medium,85.0,85.0,6512441,916000,64,498000,62,59,,,,False
Fertilizer Company of India,Lean Manufacturing,200.0,5.2,18.0,88.0,91.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,12.0,Medium,85.0,80.0,43563238,917000,65,498500,63,60,,,,False
Mahadhan,Agile SCM,100.0,4.2,18.0,87.0,88.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,23101384,918000,66,499000,64,40,,,,False
ArcelorMittal,Lean Manufacturing,150.0,4.2,10.0,93.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,37814055,919000,67,499500,65,41,MT,,NYQ,True
Nippon Steel Corporation,Agile SCM,250.0,5.8,14.0,90.0,89.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,82.0,9.0,12.0,Medium,85.0,85.0,95415948,920000,68,500000,50,42,NPSCY,,PNK,False
China Baowu Steel Group,Lean Manufacturing,400.0,4.0,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,81.0,12.0,7.0,High,90.0,85.0,4466272,921000,69,500500,51,43,,,,False
HBIS Group,Vendor Managed Inventory,200.0,10.0,15.0,91.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,82.0,10.0,12.0,Medium,85.0,85.0,101670590,922000,70,501000,52,44,,,,False
POSCO,Efficient Consumer Response,20000.0,4.0,4.0,95.0,91.0,"AI, ERP, Blockchain",,High,1.0,98.0,88.0,High,Advanced,High,$300B,81.0,12.0,5.0,High,90.0,85.0,36869125,923000,60,501500,53,45,PKX,,NYQ,True
Shagang Group,Sustainable SCM,500.0,6.0,15.0,95.0,87.0,"ERP, AI, Blockchain",,High,10.0,95.0,80.0,High,Advanced,Medium,$1000B,85.0,8.0,12.0,Medium,88.0,85.0,18992384,924000,61,502000,54,46,,,,False
Ansteel Group Corporation Limited,Lean Manufacturing,200.0,5.2,12.0,89.0,93.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,42734308,925000,62,502500,55,47,,,,False
JFE Steel Corporation,Agile SCM,300.0,6.0,8.0,94.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,20812710,926000,63,503000,56,48,,,,False
Tata Steel,Lean Manufacturing,100.0,50.0,11.0,90.0,92.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,69334165,927000,64,503500,57,49,TATASTEEL.BO,,BSE,False
Nucor Corporation,Agile SCM,250.0,6.2,9.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,97.0,88.0,High,Advanced,Medium,$700B,85.0,10.0,7.0,High,90.0,85.0,51910808,928000,65,504000,58,50,NUE,,NYQ,True
Hyundai Steel,Demand-Driven SCM,20000.0,4.2,5.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$500B,80.0,11.0,5.0,High,90.0,85.0,13832641,929000,66,504500,59,51,004020.KS,,KSC,False
Thyssenkrupp,Lean Manufacturing,150.0,10.0,10.0,92.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,80.0,10.0,8.0,High,90.0,85.0,109169701,930000,67,505000,60,52,TKA.DE,,GER,False
Gerdau,Agile SCM,1300000.0,5.2,10.0,92.0,85.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,34795515,931000,68,505500,61,53,GGB,,NYQ,True
JSW Steel,Vendor Managed Inventory,200.0,3.5,8.0,94.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,85.0,12.0,7.0,High,90.0,85.0,55723672,932000,69,506000,62,54,JSWSTEEL.NS,,NSI,False
Shougang Group,Vendor Managed Inventory,200.0,8.2,20.0,89.0,89.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,82.0,9.0,12.0,Medium,85.0,80.0,91008394,933000,70,506500,63,55,,,,False
United States Steel Corporation,Agile SCM,500.0,5.2,7.0,98.0,88.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,81.0,12.0,3.0,High,95.0,90.0,28433649,934000,60,507000,64,56,X,,NYQ,True
Maanshan Iron and Steel Company (Masteel),Agile SCM,150.0,7.0,18.0,87.0,90.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,88358552,935000,61,507500,65,57,,,,False
Evraz,Sustainable SCM,250.0,5.5,9.0,93.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,34428804,936000,62,508000,50,58,,,,False
Riva Group,Vendor Managed Inventory,300.0,6.0,15.0,91.0,87.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,27348976,937000,63,508500,51,59,,,,False
Severstal,Just-In-Time,100000.0,6.0,12.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,78826935,938000,64,509000,52,60,,,,False
Benxi Steel Group,Vendor Managed Inventory,200.0,10.0,10.0,90.0,90.0,"ERP, AI, Blockchain",,High,5.0,96.0,85.0,High,Advanced,Medium,$350B,85.0,11.0,8.0,High,87.0,85.0,91090293,939000,65,509500,53,40,,,,False
China Steel Corporation (CSC),Lean Manufacturing,10000.0,8.3,12.0,88.0,88.0,"AI, ERP, Blockchain",,Medium,4.0,97.0,80.0,Medium,Advanced,Medium,$400B,80.0,8.0,15.0,Medium,80.0,78.0,47010677,940000,66,510000,54,41,,,,False
SAIL (Steel Authority of India Limited),Lean Manufacturing,1000000.0,6.0,12.0,89.0,89.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,80.0,10.0,10.0,Medium,85.0,80.0,26778643,941000,67,510500,55,42,,,,False
Rizhao Steel,Lean Manufacturing,200.0,5.0,12.0,90.0,92.0,"ERP, AI, Blockchain",,High,4.0,97.0,85.0,High,Advanced,Medium,$700B,85.0,9.0,8.0,High,88.0,85.0,100095392,942000,68,511000,56,43,,351225472.0,,False
Valin Group,Vendor Managed Inventory,300.0,7.5,14.0,90.0,88.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,9.0,12.0,Medium,85.0,85.0,70009468,943000,69,511500,57,44,,351225472.0,,False
Magnitogorsk Iron and Steel Works (MMK),Agile SCM,150.0,6.0,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,82.0,11.0,8.0,High,88.0,85.0,54079038,944000,70,512000,58,45,,351225472.0,,False
NLMK Group,Vendor Managed Inventory,100.0,6.0,10.0,94.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,81.0,12.0,7.0,High,90.0,85.0,39521539,945000,60,512500,59,46,,351225472.0,,False
Novolipetsk Steel (NLMK),Agile SCM,100.0,4.0,14.0,88.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$500B,85.0,10.0,10.0,Medium,85.0,80.0,10292659,946000,61,513000,60,47,,351225472.0,,False
Essar Steel,Agile SCM,300.0,4.2,8.0,94.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,85.0,High,Advanced,Medium,$800B,85.0,10.0,5.0,High,90.0,85.0,106222253,947000,62,513500,61,48,,351225472.0,,False
Baotou Iron and Steel Group (Baogang Group),Lean Manufacturing,400.0,4.5,11.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,100358807,948000,63,514000,62,49,,351225472.0,,False
Metalloinvest,Lean Manufacturing,400.0,5.0,10.0,90.0,85.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,60304655,949000,64,514500,63,50,,351225472.0,,False
Liberty Steel Group,Agile SCM,300.0,4.5,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$600B,85.0,10.0,8.0,High,88.0,85.0,65682868,950000,65,515000,64,51,,351225472.0,,False
Outokumpu,Lean Manufacturing,150.0,4.0,10.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,80.0,10.0,8.0,High,90.0,85.0,69397492,951000,66,515500,65,52,OUT1V.HE,1516622336.0,HEL,False
Acerinox,Vendor Managed Inventory,500.0,5.0,11.0,90.0,88.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,80.0,9.0,10.0,High,87.0,80.0,54474456,952000,67,516000,50,53,ACXE.XC,2834979840.0,CXE,False
Aperam,Lean Manufacturing,300.0,5.8,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,73665033,953000,68,516500,51,54,APAMA.XD,,DXE,False
Allegheny Technologies Incorporated (ATI),Demand-Driven SCM,200.0,5.5,2.0,98.0,90.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",85.0,20.0,5.0,High,90.0,85.0,20840175,954000,69,517000,52,55,,351225472.0,,False
BlueScope Steel,Lean Manufacturing,20000.0,4.0,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,82.0,11.0,10.0,High,88.0,85.0,51715899,955000,70,517500,53,56,BLSFF,8806027264.0,PNK,False
SSAB (Swedish Steel),Sustainable SCM,500.0,7.7,18.0,87.0,88.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,81.0,9.0,15.0,Medium,85.0,80.0,16434344,956000,60,518000,54,57,SSAAY,6273421824.0,PNK,False
Sahaviriya Steel Industries,Lean Manufacturing,100.0,9.0,12.0,89.0,94.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,78998741,957000,61,518500,55,58,,351225472.0,,False
Voestalpine AG,Vendor Managed Inventory,200.0,2.0,18.0,88.0,91.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,90012400,958000,62,519000,56,59,VOE.VI,3998237440.0,VIE,False
Usinas Siderúrgicas de Minas Gerais (Usiminas),Lean Manufacturing,20000.0,1.0,11.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,21496824,959000,63,519500,57,60,,351225472.0,,False
AK Steel Holding,Vendor Managed Inventory,400.0,7.0,10.0,92.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,49742524,960000,64,520000,58,40,,351225472.0,,False
"Steel Dynamics, Inc.",Agile SCM,1500.0,8.0,10.0,90.0,91.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,12503248,961000,65,520500,59,41,STLD,18582730752.0,NMS,True
Commercial Metals Company (CMC),Lean Manufacturing,200.0,7.0,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,80.0,11.0,8.0,High,88.0,85.0,75012934,962000,66,521000,60,42,,351225472.0,,False
Nisshin Steel,Agile SCM,500.0,5.2,10.0,92.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,80.0,10.0,8.0,High,90.0,85.0,83494667,963000,67,521500,61,43,,351225472.0,,False
Dongkuk Steel Mill,Sustainable SCM,300.0,7.5,20.0,88.0,85.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,80.0,5654238,964000,68,522000,62,44,460860.KS,447436488704.0,KSC,False
Companhia Siderúrgica Nacional (CSN),Lean Manufacturing,500.0,10.5,18.0,90.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,64785346,965000,69,522500,63,45,,351225472.0,,False
HBIS Tangsteel,Agile SCM,250.0,5.8,7.0,98.0,88.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,82.0,12.0,3.0,High,95.0,90.0,95632208,966000,70,523000,64,46,,351225472.0,,False
Nippon Steel Nisshin,Lean Manufacturing,300.0,7.0,10.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,81.0,10.0,8.0,High,90.0,85.0,40820228,967000,60,523500,65,47,4NI.F,251575632.0,FRA,False
ThyssenKrupp Steel Europe,Vendor Managed Inventory,250.0,5.2,12.0,91.0,93.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,82.0,11.0,10.0,High,88.0,85.0,2276361,968000,61,524000,50,48,,351225472.0,,False
"KOBE Steel, Ltd.",Agile SCM,10000.0,6.0,22.0,89.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,81.0,9.0,15.0,Medium,85.0,80.0,49907858,969000,62,524500,51,49,KST.F,4328096768.0,FRA,False
Aichi Steel Corporation,Sustainable SCM,100.0,7.2,10.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,44066132,970000,63,525000,52,50,5482.T,128933773312.0,JPX,False
Jindal Steel and Power Limited,Vendor Managed Inventory,75000.0,6.0,15.0,91.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,94569233,971000,64,525500,53,51,,351225472.0,,False
Zenith Steel Group,Just-In-Time,70000.0,5.5,11.0,90.0,85.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,43351877,972000,65,526000,54,52,,351225472.0,,False
TimkenSteel Corporation,Lean Manufacturing,100.0,7.0,20.0,88.0,94.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,80.0,51592035,973000,66,526500,55,53,,351225472.0,,False
Feralpi Group,Agile SCM,200.0,4.5,12.0,91.0,91.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,4035852,974000,67,527000,56,54,,351225472.0,,False
Voestalpine Texas LLC,Demand-Driven SCM,500.0,10.0,12.0,89.0,89.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,80.0,10.0,10.0,Medium,85.0,80.0,23717336,975000,68,527500,57,55,,351225472.0,,False
Baosteel Group,Agile SCM,300.0,5.0,11.0,91.0,93.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,80.0,11.0,10.0,High,88.0,85.0,109885632,976000,69,528000,58,56,,351225472.0,,False
Tata Steel Europe,Agile SCM,300.0,6.0,7.0,98.0,88.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,84461359,977000,70,528500,59,57,,351225472.0,,False
Wuhan Iron and Steel Corporation (WISCO),Agile SCM,500.0,5.0,18.0,88.0,93.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,21081789,978000,60,529000,60,58,,351225472.0,,False
Metinvest,Cross-Docking,400.0,4.2,12.0,91.0,92.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,82.0,11.0,10.0,High,88.0,85.0,86191494,979000,61,529500,61,59,,351225472.0,,False
Arrium,Agile SCM,150.0,6.5,11.0,90.0,89.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,81.0,9.0,10.0,High,87.0,80.0,57235485,980000,62,530000,62,60,,351225472.0,,False
British Steel Limited,Lean Manufacturing,100.0,7.5,14.0,90.0,91.0,"ERP, JIT, Robotics",,High,5.0,98.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,10.0,Medium,85.0,80.0,83831438,981000,63,530500,63,40,,351225472.0,,False
Kloeckner Metals Corporation,Just-In-Time,200.0,5.8,7.0,99.0,90.0,"AI, ERP, Blockchain",,High,2.0,98.0,92.0,High,Advanced,Low,$1200B,85.0,15.0,3.0,High,95.0,90.0,5184503,982000,64,531000,64,41,,351225472.0,,False
Vallourec,Agile SCM,150.0,5.0,10.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,35788922,983000,65,531500,65,42,VK.PA,4309340160.0,PAR,False
SSINA (Specialty Steel Industry of North America),Demand-Driven SCM,20000.0,5.5,12.0,91.0,92.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,108987032,984000,66,532000,50,43,,351225472.0,,False
O'Neal Steel,Vendor Managed Inventory,100.0,6.5,7.0,98.0,94.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,15192218,985000,67,532500,51,44,,351225472.0,,False
Reliance Steel & Aluminum Co.,Vendor Managed Inventory,1300000.0,6.0,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,80.0,9.0,10.0,High,87.0,80.0,66653417,986000,68,533000,52,45,RS6.DU,,DUS,False
"Leeco Steel, LLC",Vendor Managed Inventory,200.0,5.0,9.0,92.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$800B,80.0,12.0,8.0,High,88.0,85.0,79757502,987000,69,533500,53,46,VRT,28272617472.0,NYQ,True
"Samuel, Son & Co., Limited",Lean Manufacturing,300.0,5.8,2.0,98.0,89.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",85.0,20.0,5.0,High,90.0,85.0,99231167,988000,70,534000,54,47,XSSK.JK,,JKT,False
Russel Metals Inc.,Lean Manufacturing,100.0,4.0,15.0,91.0,91.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,85.0,67922033,989000,60,534500,55,48,RUSMF,1610010752.0,PNK,False
"thyssenkrupp Materials NA, Inc.",Lean Manufacturing,400.0,4.5,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,82.0,12.0,7.0,High,90.0,85.0,38538878,990000,61,535000,56,49,CRWV,18939240448.0,NMS,True
AM Castle & Co.,Lean Manufacturing,150.0,5.5,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,81.0,12.0,8.0,High,89.0,85.0,7130145,991000,62,535500,57,50,,351225472.0,,False
Ryerson Holding Corporation,Agile SCM,150.0,5.8,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,68452892,992000,63,536000,58,51,RYI,733844736.0,NYQ,True
Steel Warehouse Company LLC,Lean Manufacturing,100.0,5.2,9.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,40260457,993000,64,536500,59,52,,351225472.0,,False
Alro Steel Corporation,Lean Manufacturing,300.0,4.2,7.0,98.0,88.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,85.0,12.0,3.0,High,95.0,90.0,47685443,994000,65,537000,60,53,,351225472.0,,False
"Olympic Steel, Inc.",Agile SCM,150.0,8.2,2.0,98.0,87.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,85.0,12.0,5.0,High,90.0,85.0,13298373,995000,66,537500,61,54,ZEUS,352005792.0,NMS,True
Kloeckner Metals UK,Sustainable SCM,500.0,4.2,10.0,92.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,45791734,996000,67,538000,62,55,,351225472.0,,False
Barrett Steel Limited,Agile SCM,400.0,5.0,15.0,91.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,80.0,10.0,10.0,Medium,85.0,80.0,91959542,997000,68,538500,63,56,,351225472.0,,False
Celsa Group,Lean Manufacturing,300.0,5.8,3.0,97.0,85.0,"AI, Robotics, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,"$1,200B",80.0,18.0,5.0,High,90.0,88.0,52827730,998000,69,539000,64,57,,351225472.0,,False
